Size, Proteins
2,"Hypothetical proteingm04318:WC39_RS05415","Hypothetical proteingm04318:WC39_RS07505"
2,"TonB-dependent receptorgm04318:WC39_RS13620","TonB-dependent receptorgm04318:WC39_RS13625"
2,"Hypothetical proteinmmq:MMARC5_0939","Hypothetical proteinmmq:MMARC5_0940"
2,"Amino acid ABC transporter permeasemps:MPTP_RS04970","Amino acid ABC transporter permeasemps:MPTP_RS04975"
2,"Hypothetical proteingm03634:HA72_0942","RNase L inhibitorgm03634:HA72_0948"
2,"Hypothetical proteingm03634:HA72_1262","Hypothetical proteingm03634:HA72_1266"
2,"Hypothetical proteingm03635:BRM9_RS04865","Hypothetical proteingm03635:BRM9_RS04240"
2,"Hypothetical proteingm03636:DSM1535_RS00380","Hypothetical proteingm03636:DSM1535_RS00375"
2,"Sulfate transportermav:MAV_RS22255","ATPase AAAmav:MAV_RS06470(2)"
2,"PhiRv1 phage proteinmbo:MB1605C","PhiRv1 phage proteinmbo:MB1606C"
2,"Hypothetical proteinmaf:MAF_RS02055","Dehydrogenasemaf:MAF_RS10360"
2,"Hypothetical proteinmaf:MAF_RS00665","Hypothetical proteinmaf:MAF_RS12005"
2,"Hypothetical proteinmaf:PL1583","Hypothetical proteinmaf:PS2997"
2,"Hypothetical proteinmaf:PS2932","Hypothetical proteinmaf:PS3087"
2,"Hypothetical proteinmaf:MAF_RS05915","Hypothetical proteinmaf:MAF_RS12835"
2,"Toxin MazF8maf:MAF_RS11865","Hypothetical proteinmaf:MAF_RS12985"
2,"Predicted in CGMgm04361:LG40_RS00990","Hypothetical proteingm04361:LG40_RS23665"
2,"MRNA interferase MazF7maf:MAF_RS10760","Antitoxinmaf:MAF_RS14910"
2,"Predicted in CGMmaf:PS2636","Hypothetical proteinmaf:PS3944"
2,"Antitoxin VapB9maf:MAF_RS05060","Hypothetical proteinmaf:MAF_RS15895"
2,"Hypothetical proteinmaf:MAF_RS02070","HYPOTHETICAL SHORT PROTEINmaf:MAF_RS18775"
2,"Lipoprotein lpqXmaf:MAF_RS06510","Hypothetical proteinmaf:MAF_RS19650"
2,"Hypothetical proteinmaf:PS1092","Hypothetical proteinmaf:PS5003"
2,"Hypothetical proteincdz:CD31A_RS01075","Hypothetical proteincdz:CD31A_RS01090"
2,"Hypothetical proteinngl:RG1141_RS29170","Hypothetical proteinngl:RG1141_RS29235"
2,"Hypothetical proteingm04399:WX61_RS05335","Hypothetical proteingm04399:WX61_RS05340"
2,"Bacteriocin transportergm04399:WX61_RS05330","Hypothetical proteingm04399:WX61_RS05375"
2,"Predicted in CGMnmx:NMA510612_RS01085","Membrane proteinnmx:NMA510612_RS00810"
2,"Predicted in CGMngo:PS2869","Predicted in CGMngo:PS2388"
2,"Hypothetical proteingm04398:WX60_RS10245","Hypothetical proteingm04398:WX60_RS10250"
2,"Lactate dehydrogenasegm04398:WX60_RS00225","Conserved hypothetical protein, putative phage associated proteingm04398:WX60_RS00150"
2,"Hypothetical proteinnmd:PS242","Hypothetical proteinnmd:PS1599"
2,"Putative phage associated proteingm04398:WX60_RS02150","Protein-tyrosine phosphatasegm04398:WX60_RS00750"
2,"Hypothetical proteinnmx:NMA510612_RS06605","Hypothetical proteinnmx:NMA510612_RS06645"
2,"Hypothetical proteingm04398:WX60_RS01860","Predicted in CGMgm04398:WX60_RS03215"
2,"Hypothetical proteinngo:PL1479","Hypothetical proteinngo:PS1028"
2,"Membrane proteinnmx:NMA510612_RS08165","Membrane proteinnmx:NMA510612_RS08175"
2,"Hypothetical proteinnmx:NMA510612_RS04885","Predicted in CGMnmx:NMA510612_RS08550"
2,"D-alanine--D-alanine ligasenmm:PS2945","Hypothetical proteinnmm:PS1095"
2,"Glycosyltransferasegm04398:WX60_RS11580(2)","Membrane proteingm04398:WX60_RS04490"
2,"Predicted in CGMngo:ST986","Predicted in CGMngo:NGO1989"
2,"Hypothetical proteinnmx:NMA510612_RS03930","Putative adhesin MafBnmx:NMA510612_RS01565"
2,"Hypothetical proteinmthe:MSTHC_0687","Hypothetical proteinmthe:MSTHC_0684"
2,"Hypothetical proteingm03854:RN69_RS29010","Hypothetical proteingm03854:RN69_RS26970"
2,"Hypothetical proteinnos:NOS7107_RS26125","Hypothetical proteinnos:NOS7107_RS26140"
2,"Hypothetical proteinoco:OCA4_RS11550","Hypothetical proteinoco:PS2431"
2,"Acyltransferaseaol:S58_RS22535(2)","Hypothetical proteinaol:S58_RS20795"
2,"Predicted in CGMbra:PS5450","Transposase IS3/IS911bra:BRADO_RS25350"
2,"Hypothetical proteinoho:OWEHO_RS15780","Hypothetical proteinoho:OWEHO_RS15835"
2,"Hypothetical proteinbdo:EL88_RS21645","Hypothetical proteinbdo:EL88_RS21695"
2,"Hypothetical proteinpaw:PAZ_RS00575","Hypothetical proteinpaw:PAZ_RS00685"
2,"GTP cyclohydrolase 1paw:PAZ_RS00040","Chitooligosaccharide deacetylasepaw:PAZ_RS04055"
2,"Hypothetical proteinpaw:PAZ_RS04100(1)","Hypothetical proteinpaw:PAZ_RS04100(2)"
2,"Hypothetical proteinpaw:PL583","Hypothetical membrane associated proteinpaw:ST153"
2,"Membrane proteinpaw:PAZ_RS00270","Predicted in CGMpaw:PAZ_RS05690"
2,"Hypothetical proteinpaw:PL1270","Predicted in CGMpaw:PS1924"
2,"Hypothetical proteinpaw:PAZ_RS00995","Hypothetical proteinpaw:PAZ_RS08425"
2,"Membrane proteinpbo:PACID_RS08910","Hypothetical proteinpbo:PACID_RS12320(2)"
2,"ABC transporter permeasepbo:PACID_RS05535(1)","Membrane proteinpbo:PACID_RS02400"
2,"Hypothetical proteinpaw:PAZ_RS08405","Hypothetical proteinpaw:PAZ_RS10735"
2,"Molecular chaperone DnaKpaw:PS1430","Hypothetical proteinpaw:PS2921"
2,"Hypothetical proteingm04473:EG09_RS20365","Hypothetical proteingm04473:EG09_RS27760"
2,"Hypothetical proteingm04476:TY30_RS06370","Hypothetical proteingm04476:TY30_RS06380"
2,"Hypothetical proteingm04473:EG09_RS03730","Hypothetical proteingm04473:EG09_RS03750"
2,"ATP-binding proteingm04474:F22031_02105","Hypothetical proteingm04474:F22031_27235"
2,"Hypothetical proteinpag:PS3423","Hypothetical proteinpag:PS3222"
2,"Hypothetical proteingm04473:EG09_RS08730","Hypothetical proteingm04473:EG09_RS10980"
2,"Hypothetical proteingm04473:EG09_RS03575","Hypothetical proteingm04473:EG09_RS13775"
2,"Hypothetical proteinpag:PS1423","Predicted in CGMpag:ST5174"
2,"Hypothetical proteingm04474:F22031_20075","Methyltransferasegm04474:F22031_09270"
2,"NfeD-like proteinpai:PAE1105","Hypothetical proteinpai:PAE1176"
2,"Formate-dependent nitrite reductase, membrane componentpai:PAE2836","Hypothetical proteinpai:PAE3011"
2,"Conserved Plasmodium protein, unknown functionpfa:PF08_0057","Conserved Plasmodium protein, unknown functionpfa:MAL13P1.161"
2,"Membrane proteinbfr:BF4005","Hypothetical proteinbfr:BF2444"
2,"Hypothetical proteinpab:PAB1834(1)","Hypothetical proteinpab:PAB1834(2)"
2,"Hypothetical proteinpab:PAB1650","Hypothetical proteinpab:PAB1609"
2,"Transposasegm04415:VN24_RS07600","Hypothetical proteingm04415:VN24_RS11705"
2,"F0F1 ATP synthase subunit deltaplb:PTV_263","Preprotein translocase subunit SecEplb:PTV_147"
2,"Hypothetical proteinpay:PAU_RS03155","Hypothetical proteinpay:PAU_RS16195"
2,"Hypothetical proteingm04450:DR93_RS00805","Hypothetical proteingm04450:DR93_RS00800"
2,"Lipoproteinbdh:GV66_RS19735","Hypothetical proteinbdh:GV66_RS17155"
2,"Hypothetical proteinppac:PAP_RS00540","Hypothetical proteinppac:PAP_RS03050"
2,"Membrane proteinppac:PAP_RS01110","Hypothetical proteinppac:PAP_RS03520"
2,"Hypothetical proteinppac:PAP_RS04505","Hypothetical proteinppac:PAP_RS06900"
2,"S-layer proteinppac:PAP_RS04860","Coenzyme F390 synthetase Ippac:PAP_RS07610"
2,"Hypothetical proteingm04433:AA956_RS15935","Hypothetical proteingm04433:AA956_RS11780"
2,"Hypothetical proteingm04433:AA956_RS13855","Hypothetical proteingm04433:AA956_RS08990"
2,"Enoyl-CoA hydratasegm04433:AA956_RS14960(3)","Hypothetical proteingm04433:AA956_RS08915"
2,"Hypothetical proteingm03884:OI25_RS26550","Hypothetical proteingm03884:OI25_RS16950"
2,"Hypothetical proteingm04433:AA956_RS19290","Hypothetical proteingm04433:AA956_RS03085"
2,"Hypothetical proteingm04437:MB84_RS11080","Hypothetical proteingm04437:MB84_RS06240"
2,"Hypothetical proteingm04458:H744_RS18740","Hypothetical proteingm04458:H744_RS18730"
2,"Hypothetical proteingm04520:CG09_0183","Hypothetical proteingm04520:CG09_0185"
2,"Hypothetical proteingm04519:CG08_1216(1)","Outer membrane efflux proteingm04519:CG08_1285(2)"
2,"Hypothetical proteinret:RHE_RS05685","Hypothetical proteinret:RHE_RS05690"
2,"Hypothetical proteinret:RHE_RS13185","Hypothetical proteinret:RHE_RS13310"
2,"Hypothetical proteinret:RHE_RS05250","Membrane proteinret:RHE_RS25245"
2,"Hypothetical proteinret:RHE_RS27335","Hypothetical proteinret:RHE_RS27350"
2,"Hypothetical proteinret:PS3825","Putative transmembrane proteinret:P42FST396"
2,"Hypothetical proteinret:RHE_RS11545","Hypothetical proteinret:RHE_RS29370"
2,"Hypothetical proteinreq:REQ_RS15045","Membrane proteinreq:REQ_RS00585"
2,"Threonyl-tRNA synthetasecls:CXIVA_RS12295","Hypothetical proteincls:CXIVA_RS06970"
2,"Hypothetical proteinrbo:A1I_RS01845","Endonuclease IIIrbo:A1I_RS02865(2)"
2,"Conserved exported protein of unknown functiongm04506:TK49_RS12290","Conserved exported protein of unknown functiongm04506:TK49_RS08920"
2,"Hypothetical proteinrsm:CMR15_RS12780","Hypothetical proteinrsm:CMR15_RS12830"
2,"Conserved exported protein of unknown functiongm04506:TK49_RS10020","Dihydrodipicolinate synthasegm04506:TK49_RS07365(2)"
2,"Putative Diguanylate cyclase and c-di-GMP phosphodiesterase (EAL domain))gm04506:TK49_RS18510(4)","Conserved membrane protein of unknown functiongm04506:TK49_RS18910"
2,"Hypothetical proteinrcp:PL2904","Hypothetical proteinrcp:RCAP_RS14550"
2,"Hypothetical proteinsah:PSJH101PL5","Hypothetical proteinsah:PSJH101PS11"
2,"Hypothetical proteingm04600:FCFHV36_RS00335","Hypothetical proteingm04600:FCFHV36_RS00340"
2,"Membrane proteinbcx:BCA_RS26020","Membrane proteinbcx:BCA_RS26005"
2,"Hypothetical proteinsuh:SAMSHR1132_RS03895","Membrane proteinsuh:SAMSHR1132_RS03915"
2,"Hypothetical proteinsaud:CH52_RS01900","Hypothetical proteinsaud:CH52_RS12980"
2,"Hypothetical proteinsaud:CH52_RS03995","Hypothetical proteinsaud:CH52_RS11165"
2,"Hypothetical proteinsaud:CH52_RS12245","Hypothetical proteinsaud:CH52_RS10925"
2,"Membrane proteinsuh:SAMSHR1132_RS08495","Membrane proteinsuh:SAMSHR1132_RS08515"
2,"Predicted in CGMsuc:PS1631","Predicted in CGMsuc:PS2012"
2,"Hypothetical proteinsaud:CH52_RS08245","Integrasesaud:CH52_RS08235"
2,"Hypothetical proteinsuh:SAMSHR1132_RS03900","Membrane proteinsuh:SAMSHR1132_RS12005"
2,"Hypothetical proteinsaud:CH52_RS07820","Hypothetical proteinsaud:CH52_RS05995"
2,"Hypothetical proteinsce:YER084W","Hypothetical proteinsce:YER085C"
2,"Hypothetical proteinsce:YJL077W-B","Hypothetical proteinsce:YJL077W-A"
2,"Hypothetical proteinsce:YKL106C-A","Hypothetical proteinsce:YMR315W-A"
2,"Hypothetical proteinsce:YJL118W","Hypothetical proteinsce:YOR268C"
2,"Hypothetical proteinsco:SCP1.99","ATP/GTP-binding proteinsco:SCP1.100"
2,"Hypothetical proteinsco:SCO3524","Hypothetical proteinsco:SCO3527"
2,"Hypothetical proteinsco:SCO0943","(2Fe-2S)-binding proteinsco:SCO3662"
2,"Hypothetical proteinsco:SCO3931","Hypothetical proteinsco:SCO3935"
2,"Sporulation protein SsgAsco:SCO4621","Membrane proteinsco:SCO4622"
2,"Hypothetical proteinsco:SCO1076","Membrane proteinsco:SCO5650"
2,"Hypothetical proteinsco:PL6793","Regulatorsco:SCO6895"
2,"Hypothetical proteinsco:SCO6868","Hypothetical proteinsco:SCO6916"
2,"Hypothetical proteingm04583:SATRI_RS01405","Hypothetical proteingm04583:SATRI_RS03920"
2,"Hypothetical proteingm04583:SATRI_RS00100","Hypothetical proteingm04583:SATRI_RS02590"
2,"Hypothetical proteingm04583:SATRI_RS00920","Hypothetical proteingm04583:SATRI_RS04135"
2,"Hypothetical proteinnbr:O3I_RS14755","Hypothetical proteinnbr:O3I_RS13655"
2,"Hypothetical proteingm04117:LI64_RS10180","Hypothetical proteingm04117:LI64_RS10175"
2,"T3SS secreted effector NleE-like proteincro:ROD_RS05480(2)","T3SS secreted effector NleE-like proteincro:ROD_RS05480(1)"
2,"Xaa-Pro aminopeptidasegm04417:PDUR_RS22810(2)","Xaa-Pro aminopeptidasegm04417:PDUR_RS22810(1)"
2,"Hypothetical proteinnpp:PP1Y_RS14180","Hypothetical proteinnpp:PP1Y_RS14140"
2,"Hypothetical proteingm04576:DU99_RS18840","Predicted in CGMgm04576:DU99_RS18695"
2,"Hypothetical proteingm04576:DU99_RS23100","Hypothetical proteingm04576:DU99_RS23095"
2,"Hypothetical proteinsmd:SMED_2148","Hypothetical proteinsmd:SMED_5613"
2,"Hypothetical proteinrhi:NGR_C03520","Hypothetical proteinrhi:NGR_C07900"
2,"Hypothetical proteinsmd:SMED_6077","Membrane proteinsmd:SMED_1779"
2,"Predicted in CGMsme:SMA0775","Hypothetical proteinsme:PL2385"
2,"Guanylate cyclasesfd:USDA257_RS02250(6)","Hypothetical proteinsfd:USDA257_RS25470"
2,"Hypothetical proteinsme:SMC00764","Hypothetical proteinsme:SM_B21668"
2,"Membrane proteingm04576:DU99_RS20655","Plasmid stabilization proteingm04576:DU99_RS24685"
2,"Hypothetical proteinppb:PPUBIRD1_RS22615(2)","Hypothetical proteinppb:PPUBIRD1_RS22615(1)"
2,"Membrane proteingm04505:WQ53_10455","Hypothetical proteingm04505:WQ53_08005"
2,"Hypothetical proteingm04617:DP16_RS13610","Membrane proteingm04617:DP16_RS09840"
2,"Mu phage uncharacterized proteinsbm:SHEW185_RS10710","Mu phage mom transcriptional regulator Comsbm:SHEW185_RS10755"
2,"Seryl-tRNA synthetasesaz:PS2359","Hypothetical proteinsaz:SAMA_RS09095"
2,"Hypothetical proteinsaz:PL654","Protein of unknown function DUF2897saz:SAMA_RS08560"
2,"Predicted periplasmic proteinsbb:SBAL175_RS18940","Predicted inner membrane proteinsbb:SBAL175_RS13415"
2,"Nicotinate-nucleotide pyrophosphorylasesaz:SAMA_RS02020(1)","Flagella biosynthesis chaperone for FliD, FliTsaz:SAMA_RS12055"
2,"Hisitidine kinasesaz:SAMA_RS01790(1)","Hisitidine kinasesaz:SAMA_RS01790(2)"
2,"Hypothetical proteinsbb:SBAL175_RS14120","Hypothetical proteinsbb:SBAL175_RS20335"
2,"Inner membrane protein of unknown function DUF998saz:SAMA_RS05200","Hypothetical proteinsaz:SAMA_RS17945"
2,"Hypothetical proteinsbb:PS5247","4Fe-4S ferredoxinsbb:SBAL175_RS20625(4)"
2,"Hypothetical proteinsbb:SBAL175_RS22125","Hypothetical proteinsbb:SBAL175_RS21915"
2,"Entericidin EcnABgm04564:XJ20_RS21865","Hypothetical proteingm04564:XJ20_RS08195"
2,"Hypothetical proteingm04564:XJ20_RS13895","Hypothetical proteingm04564:XJ20_RS05480"
2,"Hypothetical cytosolic proteinspy:ST292","Hypothetical proteinspy:PS359"
2,"Hypothetical proteinspy:PS252","Hypothetical membrane spanning proteinspy:ST1705"
2,"Phage proteinlrm:LRC_RS04030","Phage proteinlrm:LRC_RS04025"
2,"Glutathione S-transferasesdq:SDSE167_RS06345(2)","Hypothetical proteinsdq:SDSE167_RS01250"
2,"Hypothetical proteinspy:PS1075","Predicted in CGMspy:PS2075"
2,"Hypothetical proteingm04629:DK93_RS06650","Hypothetical cytosolic proteingm04629:DK93_RS07610"
2,"Predicted in CGMsds:PS2133","Hypothetical proteinsds:PS2592"
2,"Hypothetical proteinsrt:SROT_RS13550","Hypothetical proteinsrt:SROT_RS13555"
2,"Hypothetical proteinsia:M1425_0886","TrmB family transcriptional regulatorsia:M1425_0883"
2,"Hypothetical proteinsai:SACI_0680","Hypothetical proteinsai:SACI_0679"
2,"Hypothetical proteinsii:LD85_1833","Hypothetical proteinsii:LD85_1827"
2,"Hypothetical proteinsih:SIH_0379","Rhodanese domain-containing proteinsih:SIH_2726(2)"
2,"Hypothetical proteinsea:PS2390","Hypothetical proteinsea:PS1995"
2,"Hypothetical proteinsea:PS1989","Predicted in CGMsea:PS1988"
2,"Hypothetical proteinsea:PS1986","Hypothetical proteinsea:PS2807"
2,"Hypothetical proteinsea:PS1977","Hypothetical proteinsea:PS3079"
2,"Hypothetical protein, STY1940sbz:A464_RS09185","Putative cytoplasmic proteinsbz:A464_RS11745"
2,"Hypothetical proteinsea:PS2493","Hypothetical proteinsea:PS3361"
2,"Hypothetical proteinseh:PL1749","Predicted in CGMseh:PS3910"
2,"Hypothetical proteinsea:PS18","Hypothetical proteinsea:PS4961"
2,"Hypothetical proteinsea:PS3870","Predicted in CGMsea:PS5073"
2,"Hypothetical proteinsev:PS411","Hypothetical proteinsev:PS6180"
2,"Phage tail proteingm04522:N898_RS08190","Hypothetical proteingm04522:N898_RS14630"
2,"Hypothetical proteincyc:PCC7424_RS16925","Hypothetical proteincyc:PCC7424_RS16920"
2,"Translation initiation factor 2syg:SYNC_RS07715","Hypothetical proteinsyg:SYNC_RS08160"
2,"Hypothetical proteinsyd:SYNCC9605_RS04350","Hypothetical proteinsyd:PL1802"
2,"Hypothetical proteinsyd:SYNCC9605_RS08780","Hypothetical proteinsyd:SYNCC9605_RS05510"
2,"Hypothetical proteinsyg:SYNC_RS08065","Hypothetical proteinsyg:SYNC_RS03330"
2,"Hypothetical proteinsyd:SYNCC9605_RS09460","Hypothetical proteinsyd:SYNCC9605_RS04915"
2,"Hypothetical proteinsyd:SYNCC9605_RS05120","Hypothetical proteinsyd:SYNCC9605_RS05535"
2,"Hypothetical proteinsyg:PS3292","Hypothetical proteinsyg:SYNC_RS11540"
2,"Hypothetical proteinsyd:SYNCC9605_RS07325","Cytochrome B6syd:SYNCC9605_RS11680"
2,"Hypothetical proteinsyg:SYNC_RS08095","Hypothetical proteinsyg:SYNC_RS11760"
2,"Phycobilisome linker polypeptide, C-phycoerythrin class II-associated proteinsyd:SYNCC9605_RS07790","Hypothetical proteinsyd:SYNCC9605_RS13160"
2,"Hypothetical proteintbo:PS2816","Hypothetical proteintbo:PS307"
2,"Hypothetical proteinthm:CL1_1565","Hypothetical proteinthm:CL1_0710"
2,"Hypothetical proteingm04504:THY01S_RS05095","Hypothetical proteingm04504:THY01S_RS08450"
2,"Hypothetical proteingm04672:THMC_RS05665","Hypothetical proteingm04672:THMC_RS08495"
2,"ABC transporter substrate-binding proteindtu:DTUR_0487(4)","ABC transporter substrate-binding proteindtu:DTUR_0487(2)"
2,"Hypothetical proteintpb:TPFB_RS00605","Membrane proteintpb:TPFB_RS00770"
2,"AAA domain family proteinaoe:CLOS_RS03940","Von Willebrand factor type A domain proteinaoe:CLOS_RS03950"
2,"Hypothetical proteintde:TDE2698(2)","Predicted in CGMtde:TDE2698(1)"
2,"ATPasetaz:TREAZ_RS12145","Hypothetical proteintaz:TREAZ_RS12165"
2,"Predicted in CGMtde:TDE1857(2)","Hypothetical proteintde:TDE2375"
2,"Lipoproteintaz:TREAZ_RS13065","Sporulation domain-containing proteintaz:TREAZ_RS12485"
2,"Diguanylate cyclasetde:TDE1456(1)","Signal peptidasetde:TDE2219(1)"
2,"Hypothetical proteintbe:TREBR_RS04970","Glutamyl-tRNA(Gln) amidotransferasetbe:TREBR_RS05640"
2,"Hypothetical proteinmsv:MESIL_RS12800","Transposase IS4 family proteinmsv:GIB1311(3)"
2,"Transposase IS4 family proteinmsv:GIB1311(2)","Transposase IS4 family proteinmsv:GIB1311(1)"
2,"Hypothetical proteinpas:PARS_0128","Hypothetical proteinpas:PARS_0129"
2,"Putative type II/IV secretion system proteinpis:PL1113","Hypothetical proteinpis:PISL_1036"
2,"Hypothetical proteingm04583:SATRI_RS02915","ATP-binding proteingm04583:SATRI_RS02880"
2,"DNA polymerase IIImpe:MYPE_RS04895(1)","Fatty acid-binding protein DegVmpe:MYPE_RS01215"
2,"Membrane proteingm03182:MAMA39_06870","Hypothetical proteingm03182:MAMA39_01390"
2,"6-phospho-beta-glucosidasegm04692:VAB027_RS15810","Glyoxalasegm04692:VAB027_RS15815"
2,"Hypothetical proteingm04692:VAB027_RS15835","IclR family transcriptional regulatorgm04692:VAB027_RS15855"
2,"Colonization factorgm04693:EN18_RS04640","Hypothetical proteingm04693:EN18_RS06305"
2,"Cation transportergm04690:VANGNB10_RS13645","Membrane proteingm04690:VANGNB10_RS16340"
2,"Hypothetical proteingm04693:EN18_RS14635","Restriction endonucleasegm04693:EN18_RS14650"
2,"Hypothetical proteingm04691:VAA049_RS00555","Transcription initiation factor TFIIIBgm04691:VAA049_RS11045"
2,"Hypothetical proteinvan:02PS317","Hypothetical proteinvan:02PS671"
2,"Hypothetical proteinvcl:01PS616","Hypothetical proteinvcl:02PS1118"
2,"Hypothetical proteingm04690:VANGNB10_RS03870","Hypothetical proteingm04690:VANGNB10_RS04825"
2,"Hypothetical proteinvfi:VF_1336","Hypothetical proteinvfi:VF_1473"
2,"Type IV secretion system protein VirB7gm04705:WPAU_0706","Molecular chaperone DnaJgm04705:WPAU_0790(2)"
2,"Hypothetical proteingm04705:WPAU_0187","WAS family proteingm04705:WPAU_0805"
2,"Hypothetical proteingm04705:WPAU_1157","Hypothetical proteingm04705:WPAU_1158"
2,"Hypothetical proteingm04705:WPAU_0959","Ankyrin proteingm04705:WPAU_1214"
2,"Hypothetical proteingm04705:WPAU_0444","Hypothetical proteingm04705:WPAU_1264(1)"
2,"Serine kinasexax:XACM_RS01910","HPr kinasexax:XACM_RS01915"
2,"Membrane proteinxax:XACM_RS00865","Type III effector protein XopIxax:XACM_RS03695"
2,"Hypothetical proteinxao:XAC29_RS31250","Hypothetical proteinxao:XAC29_RS31255"
2,"Hypothetical proteingm04361:LG40_RS27355","Hypothetical proteingm04361:LG40_RS27360"
2,"Hypothetical proteinxax:XACM_RS09505","Hypothetical proteinxax:XACM_RS13900"
2,"Hypothetical proteinxao:XAC29_RS39415","Hypothetical proteinxao:XAC29_RS39440(3)"
2,"Hypothetical proteinxax:PS2025","Predicted in CGMxax:PS4425"
2,"Membrane proteinxax:XACM_RS07895","Histidine kinasexax:XACM_RS17530"
2,"Putative secreted proteinpsd:DSC_RS04400","Hypothetical proteinpsd:DSC_RS07760"
2,"Hypothetical proteinxax:XACM_RS10265","Hypothetical proteinxax:XACM_RS18005"
2,"Hypothetical proteinxax:XACM_RS18840","Membrane proteinxax:XACM_RS19220"
2,"HNH endonucleasexac:XAC_RS19900","Hypothetical proteinxac:XAC_RS20385"
2,"Hypothetical proteinxax:XACM_RS13010","Hypothetical proteinxax:XACM_RS19910"
2,"Hypothetical proteinxax:XACM_RS13665","Putative exported proteinxax:XACM_RS19975"
2,"Hypothetical proteingm04578:KO02_RS12925","Hypothetical proteingm04578:KO02_RS12940"
2,"Hypothetical proteinxfa:XF_RS05505","Hypothetical proteinxfa:PS2980"
